ctime,datid,datname,pid,leader_pid,usesysid,usename,application_name,client_addr,client_hostname,client_port,backend_start,xact_start,query_start,state_change,wait_event_type,wait_event,state,backend_xid,backend_xmin,query_id,query,backend_type
1654125746.926293,,,8149,,,,"",,,,2022-06-01 23:22:25.836165+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125746.926293,,,8151,,10,postgres,"",,,,2022-06-01 23:22:25.836618+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125746.926293,16384,dbt3,8194,,10,postgres,psql,,,-1,2022-06-01 23:22:26.925049+00,,2022-06-01 23:22:26.926291+00,2022-06-01 23:22:26.927747+00,,,idle,,,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV, HEADER);",client backend
1654125746.926293,16384,dbt3,8195,,10,postgres,psql,,,-1,2022-06-01 23:22:26.925265+00,2022-06-01 23:22:26.926293+00,2022-06-01 23:22:26.926293+00,2022-06-01 23:22:26.926293+00,,,active,,3712,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV, HEADER);",client backend
1654125746.926293,16384,dbt3,8196,,10,postgres,psql,,,-1,2022-06-01 23:22:26.92549+00,2022-06-01 23:22:26.926584+00,2022-06-01 23:22:26.926584+00,2022-06-01 23:22:26.926585+00,,,active,,3712,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_database) TO STDOUT (FORMAT CSV, HEADER);",client backend
1654125746.926293,16384,dbt3,8197,,10,postgres,psql,,,-1,2022-06-01 23:22:26.925654+00,2022-06-01 23:22:26.926869+00,2022-06-01 23:22:26.926869+00,2022-06-01 23:22:26.92687+00,,,active,,3712,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV, HEADER);",client backend
1654125746.926293,,,8147,,,,"",,,,2022-06-01 23:22:25.835741+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125746.926293,,,8146,,,,"",,,,2022-06-01 23:22:25.835524+00,,,,Activity,CheckpointerMain,,,,,"",checkpointer
1654125746.926293,,,8148,,,,"",,,,2022-06-01 23:22:25.835956+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1654125806.948112,,,8149,,,,"",,,,2022-06-01 23:22:25.836165+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125806.948112,,,8151,,10,postgres,"",,,,2022-06-01 23:22:25.836618+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125806.948112,16384,dbt3,8299,,10,postgres,psql,,,-1,2022-06-01 23:23:18.64803+00,2022-06-01 23:23:18.651435+00,2022-06-01 23:23:18.651513+00,2022-06-01 23:23:18.651514+00,,,active,,3727,,"select
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice,
	sum(l_quantity)
from
	customer,
	orders,
	lineitem
where
	o_orderkey in (
		select
			l_orderkey
		from
			lineitem
		group by
			l_orderkey having
				sum(l_quantity) > 314
	)
	and c_custkey = o_custkey
	and o_orderkey = l_orderkey
group by
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice
order by
	o_totalprice desc,
	o_orderdate
LIMIT 100;",client backend
1654125806.948112,16384,dbt3,8300,8299,10,postgres,psql,,,,2022-06-01 23:23:18.656472+00,2022-06-01 23:23:18.651435+00,2022-06-01 23:23:18.651513+00,2022-06-01 23:23:18.659807+00,,,active,,3727,,"select
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice,
	sum(l_quantity)
from
	customer,
	orders,
	lineitem
where
	o_orderkey in (
		select
			l_orderkey
		from
			lineitem
		group by
			l_orderkey having
				sum(l_quantity) > 314
	)
	and c_custkey = o_custkey
	and o_orderkey = l_orderkey
group by
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice
order by
	o_totalprice desc,
	o_orderdate
LIMIT 100;",parallel worker
1654125806.948112,16384,dbt3,8301,8299,10,postgres,psql,,,,2022-06-01 23:23:18.656715+00,2022-06-01 23:23:18.651435+00,2022-06-01 23:23:18.651513+00,2022-06-01 23:23:18.659855+00,,,active,,3727,,"select
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice,
	sum(l_quantity)
from
	customer,
	orders,
	lineitem
where
	o_orderkey in (
		select
			l_orderkey
		from
			lineitem
		group by
			l_orderkey having
				sum(l_quantity) > 314
	)
	and c_custkey = o_custkey
	and o_orderkey = l_orderkey
group by
	c_name,
	c_custkey,
	o_orderkey,
	o_orderdate,
	o_totalprice
order by
	o_totalprice desc,
	o_orderdate
LIMIT 100;",parallel worker
1654125806.948112,16384,dbt3,8310,,10,postgres,psql,,,-1,2022-06-01 23:23:26.934517+00,2022-06-01 23:23:26.936523+00,2022-06-01 23:23:26.936523+00,2022-06-01 23:23:26.936524+00,,,active,,3727,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1654125806.948112,16384,dbt3,8313,,10,postgres,psql,,,-1,2022-06-01 23:23:26.944948+00,2022-06-01 23:23:26.948112+00,2022-06-01 23:23:26.948112+00,2022-06-01 23:23:26.948113+00,,,active,,3727,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1654125806.948112,,,8147,,,,"",,,,2022-06-01 23:22:25.835741+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125806.948112,,,8146,,,,"",,,,2022-06-01 23:22:25.835524+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1654125806.948112,,,8148,,,,"",,,,2022-06-01 23:22:25.835956+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1654125866.948474,,,8149,,,,"",,,,2022-06-01 23:22:25.836165+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125866.948474,,,8151,,10,postgres,"",,,,2022-06-01 23:22:25.836618+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125866.948474,16384,dbt3,8368,,10,postgres,psql,,,-1,2022-06-01 23:24:25.179525+00,2022-06-01 23:24:25.183199+00,2022-06-01 23:24:25.18327+00,2022-06-01 23:24:25.18327+00,,,active,,3735,,"select
	l_orderkey,
	sum(l_extendedprice * (1 - l_discount)) as revenue,
	o_orderdate,
	o_shippriority
from
	customer,
	orders,
	lineitem
where
	c_mktsegment = 'MACHINERY'
	and c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate < date '1995-03-30'
	and l_shipdate > date '1995-03-30'
group by
	l_orderkey,
	o_orderdate,
	o_shippriority
order by
	revenue desc,
	o_orderdate
LIMIT 10;",client backend
1654125866.948474,16384,dbt3,8369,8368,10,postgres,psql,,,,2022-06-01 23:24:25.188171+00,2022-06-01 23:24:25.183199+00,2022-06-01 23:24:25.18327+00,2022-06-01 23:24:25.191659+00,IO,BufFileWrite,active,,3735,,"select
	l_orderkey,
	sum(l_extendedprice * (1 - l_discount)) as revenue,
	o_orderdate,
	o_shippriority
from
	customer,
	orders,
	lineitem
where
	c_mktsegment = 'MACHINERY'
	and c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate < date '1995-03-30'
	and l_shipdate > date '1995-03-30'
group by
	l_orderkey,
	o_orderdate,
	o_shippriority
order by
	revenue desc,
	o_orderdate
LIMIT 10;",parallel worker
1654125866.948474,16384,dbt3,8370,8368,10,postgres,psql,,,,2022-06-01 23:24:25.188423+00,2022-06-01 23:24:25.183199+00,2022-06-01 23:24:25.18327+00,2022-06-01 23:24:25.191685+00,,,active,,3735,,"select
	l_orderkey,
	sum(l_extendedprice * (1 - l_discount)) as revenue,
	o_orderdate,
	o_shippriority
from
	customer,
	orders,
	lineitem
where
	c_mktsegment = 'MACHINERY'
	and c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate < date '1995-03-30'
	and l_shipdate > date '1995-03-30'
group by
	l_orderkey,
	o_orderdate,
	o_shippriority
order by
	revenue desc,
	o_orderdate
LIMIT 10;",parallel worker
1654125866.948474,16384,dbt3,8381,,10,postgres,psql,,,-1,2022-06-01 23:24:26.943205+00,2022-06-01 23:24:26.944898+00,2022-06-01 23:24:26.944898+00,2022-06-01 23:24:26.944899+00,,,active,,3735,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_database) TO STDOUT (FORMAT CSV);",client backend
1654125866.948474,16384,dbt3,8379,,10,postgres,psql,,,-1,2022-06-01 23:24:26.937215+00,2022-06-01 23:24:26.941582+00,2022-06-01 23:24:26.941582+00,2022-06-01 23:24:26.941583+00,,,active,,3735,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1654125866.948474,16384,dbt3,8382,,10,postgres,psql,,,-1,2022-06-01 23:24:26.946772+00,2022-06-01 23:24:26.948474+00,2022-06-01 23:24:26.948474+00,2022-06-01 23:24:26.948475+00,,,active,,3735,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1654125866.948474,,,8147,,,,"",,,,2022-06-01 23:22:25.835741+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125866.948474,,,8146,,,,"",,,,2022-06-01 23:22:25.835524+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1654125866.948474,,,8148,,,,"",,,,2022-06-01 23:22:25.835956+00,,,,Activity,WalWriterMain,,,,,"",walwriter
1654125926.945445,,,8149,,,,"",,,,2022-06-01 23:22:25.836165+00,,,,Activity,AutoVacuumMain,,,,,"",autovacuum launcher
1654125926.945445,,,8151,,10,postgres,"",,,,2022-06-01 23:22:25.836618+00,,,,Activity,LogicalLauncherMain,,,,,"",logical replication launcher
1654125926.945445,16384,dbt3,8484,,10,postgres,psql,,,-1,2022-06-01 23:25:26.141324+00,2022-06-01 23:25:26.145032+00,2022-06-01 23:25:26.145115+00,2022-06-01 23:25:26.145116+00,,,active,,3751,,"select
	c_custkey,
	c_name,
	sum(l_extendedprice * (1 - l_discount)) as revenue,
	c_acctbal,
	n_name,
	c_address,
	c_phone,
	c_comment
from
	customer,
	orders,
	lineitem,
	nation
where
	c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate >= date '1993-06-01'
	and o_orderdate < cast(date '1993-06-01' + interval '3 month' as date)
	and l_returnflag = 'R'
	and c_nationkey = n_nationkey
group by
	c_custkey,
	c_name,
	c_acctbal,
	c_phone,
	n_name,
	c_address,
	c_comment
order by
	revenue desc
LIMIT 20;",client backend
1654125926.945445,16384,dbt3,8485,8484,10,postgres,psql,,,,2022-06-01 23:25:26.150165+00,2022-06-01 23:25:26.145032+00,2022-06-01 23:25:26.145115+00,2022-06-01 23:25:26.153552+00,,,active,,3751,,"select
	c_custkey,
	c_name,
	sum(l_extendedprice * (1 - l_discount)) as revenue,
	c_acctbal,
	n_name,
	c_address,
	c_phone,
	c_comment
from
	customer,
	orders,
	lineitem,
	nation
where
	c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate >= date '1993-06-01'
	and o_orderdate < cast(date '1993-06-01' + interval '3 month' as date)
	and l_returnflag = 'R'
	and c_nationkey = n_nationkey
group by
	c_custkey,
	c_name,
	c_acctbal,
	c_phone,
	n_name,
	c_address,
	c_comment
order by
	revenue desc
LIMIT 20;",parallel worker
1654125926.945445,16384,dbt3,8486,8484,10,postgres,psql,,,,2022-06-01 23:25:26.150418+00,2022-06-01 23:25:26.145032+00,2022-06-01 23:25:26.145115+00,2022-06-01 23:25:26.153602+00,,,active,,3751,,"select
	c_custkey,
	c_name,
	sum(l_extendedprice * (1 - l_discount)) as revenue,
	c_acctbal,
	n_name,
	c_address,
	c_phone,
	c_comment
from
	customer,
	orders,
	lineitem,
	nation
where
	c_custkey = o_custkey
	and l_orderkey = o_orderkey
	and o_orderdate >= date '1993-06-01'
	and o_orderdate < cast(date '1993-06-01' + interval '3 month' as date)
	and l_returnflag = 'R'
	and c_nationkey = n_nationkey
group by
	c_custkey,
	c_name,
	c_acctbal,
	c_phone,
	n_name,
	c_address,
	c_comment
order by
	revenue desc
LIMIT 20;",parallel worker
1654125926.945445,16384,dbt3,8494,,10,postgres,psql,,,-1,2022-06-01 23:25:26.940511+00,,2022-06-01 23:25:26.94402+00,2022-06-01 23:25:26.947472+00,,,idle,,,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, relname, pid, mode, granted FROM pg_locks, pg_class WHERE relfilenode = relation ORDER BY relname) TO STDOUT (FORMAT CSV);",client backend
1654125926.945445,16384,dbt3,8493,,10,postgres,psql,,,-1,2022-06-01 23:25:26.940828+00,2022-06-01 23:25:26.945445+00,2022-06-01 23:25:26.945445+00,2022-06-01 23:25:26.945447+00,,,active,,3751,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_activity) TO STDOUT (FORMAT CSV);",client backend
1654125926.945445,16384,dbt3,8495,,10,postgres,psql,,,-1,2022-06-01 23:25:26.944254+00,2022-06-01 23:25:26.946267+00,2022-06-01 23:25:26.946267+00,2022-06-01 23:25:26.946268+00,,,active,,3751,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_all_indexes a, pg_statio_all_indexes b WHERE a.indexrelid = b.indexrelid) TO STDOUT (FORMAT CSV);",client backend
1654125926.945445,16384,dbt3,8497,,10,postgres,psql,,,-1,2022-06-01 23:25:26.944635+00,2022-06-01 23:25:26.947719+00,2022-06-01 23:25:26.947719+00,2022-06-01 23:25:26.947719+00,LWLock,LockManager,active,,3751,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_stat_database) TO STDOUT (FORMAT CSV);",client backend
1654125926.945445,16384,dbt3,8496,,10,postgres,psql,,,-1,2022-06-01 23:25:26.944597+00,2022-06-01 23:25:26.949041+00,2022-06-01 23:25:26.949041+00,2022-06-01 23:25:26.949042+00,,,active,,3751,,"COPY (SELECT EXTRACT(EPOCH FROM TRANSACTION_TIMESTAMP()) AS ctime, * FROM pg_statio_all_tables a, pg_stat_all_tables b WHERE a.relid = b.relid) TO STDOUT (FORMAT CSV);",client backend
1654125926.945445,,,8147,,,,"",,,,2022-06-01 23:22:25.835741+00,,,,Activity,BgWriterMain,,,,,"",background writer
1654125926.945445,,,8146,,,,"",,,,2022-06-01 23:22:25.835524+00,,,,Timeout,CheckpointWriteDelay,,,,,"",checkpointer
1654125926.945445,,,8148,,,,"",,,,2022-06-01 23:22:25.835956+00,,,,Activity,WalWriterMain,,,,,"",walwriter
